id,strategy
1414,I counted the dots along the top row and multiplied by the amount of dots vertically.
249,I estimated that there are approx 100 people per row and then counted the rows and added a bit more
1384,I looked at the size of the people in the forefront on the right of the picture and then slowly decreased that size as I got towards the back and to the right of the picture then made an estimate from that.
1731,"I counted the blue dots in certain areas and based on the density estimated how many were in that section.  Then I took similar density and sized sections and counted them, then estimated how many there were."
1278,I counted up the number of people in a small.section and tried to extrapolate 
322,I made a wild guess 
1824,I count the rows and mutiplicate for the number of columns
745,"Split the frame until i had a decent but countable amount of people, adjusted for depth, and multiplied by the amount of times i split earlier. "
161,"conte cuantas personas habÃ­an en una de las filas , y aproxime cuantas filas habÃ­an en total e hice la multiplicaciÃ³n."
280,"I divided the whole picture into 1 cm by 1 cm squares and assumed that each square contained 10 people, then I multiplied the number of squares by 10"
1254,"my math sucks, so I took a guess"
205,I tried to look at how many people were in each Line and multiplied by number of lines 
1782,"i started to count the blue dots, then got fed up so i decided to imagine myself at a festival and how busy it looked then i truly just guessed"
960,looked for ten and estimated in groups of ten 
898,Multiply the number of people in the longest row by the number of rows
1057,"I just followed my gut feeling, it said it was between 500 and 1000 people there, and i selected a random number in that range."
1425,I estimated by the number of people in each section 
1763,I added up a small group and then tried to multiple that over the rest of the stadium.
6,Just gave a rough estimate
1372,"If the average capacity of a football stadium is 50,000 this was a small slice of that"
189,"It looked more than couple of hundred people and I don't know how it looks if there were 3000 people. so, I decided something in between"
1044,"Roughly counted 50 across in a row, then took a guess at how many rows there were in total"
1247,"I initially estimated/counted the amount of people in a smaller portion of the photo and multiplied it by the size of the picture. And second guess was counting/estimating how many people in the line them multiplying it. Initial guess was 1300 on my first method, then 4000+ when I counted the lines"
805,"Counted 10 people, saw how much space the group ocupied in the picture and then scaned the full picture again"
1787,Just based it on average capacity of a stadium.
173,i just treid to count a certain area like a small square and just guessed it from there would like to know if i was close
859,My guess is quite far fetched but I counted a group of 10 and tried to estimate how many groups of 10 were on the photo
110,"I counted one section of the crowd, then extrapolated that to the whole picture."
379,"I tried to calculate small amounts and, then, I tried to transform that data into a bigger number"
1255,I looked at the picture and estimated.  I made a guess.
950,Counted the amount of peple roughly from side to side then from bottom to top and times the 2 together then added a few.
838,"I looked at the photo and pick the number 5,000"
519,I tried to look at the overall number of people on the basis of how many per row.  I also considered my experience of working in crowds and thought about capacity. 
203,Compared it to an average attendance of a football team local to me 
1492,"Counted number of people in a small area, then tried to estimate how many of those small areas were present in the video. Multiplied the amount of people in that area by the number of small areas."
112,i tried to think how many people are usually sitting inside a small portion of a stadium
558,How many people in the crowd at a sports game.
1579,"i'm often part of a football crowd, know the size of crowds I'm part of & therefore used that yardstick to estimate"
450,i counted 10 people to see what that looked like
1011,I tried to count the first couple of rows to get an idea of the scale. I then multiplied up to guess the answer.
675,"Since the people were in rows, I took a rough visual estimate of how much space 10 people in a row would take up. I then counted how many rows of 10 there were vertically, essentially in a column""."""
172,Tried to figure out the rough size of 10 people then mentally chunked the picture and added up
1020,I counted one row of people and then the number of rows
255,"The stadium looked to be split into 8 sections,.I estimated 10 along the top and 15 down the side. I did 10x15 = 150 x 8 equals 1200. I thought 1200 looked a little low so I added 300 extra."
1292,"I counted a row roughly, then counted how many rows in bottom half, calculated numbers then doubled it"
1573,I tried to group estimate in groups of 10
281,I counted how many people were in a small section. Then I multiplied it by how many sections of that size I could see in the picture. 
126,"Forefront, worked out roughly groups of 20. Background people were smaller and therefore more people, so guessed portions of 100 at a time"
823,"I thought about perhaps counting up the side, then along the bottom and multiplying. But I just guessed instead."
44,i think the task is about intuition
1132,by looking how many dots were 10x10 and put in in sections to count how many people where in the crowd
1673,I based my guess on how many people in an average football crowd
1898,I counted the number of people in a row and then in a column. Then I multiplied by the number of areas I saw in the picture and added a hundred or so for the remaining
1213,I estimated based on the size of my high school sitting in the basketball court.
779,I roughly worked out the numbers in each row times the number of rows
666,"I basically guessed. I initially tried to do rough calculations based on how many rows of people I could see, and how many people per row. Then I realised that this would be barely accurate than guessing."
677,"I estimated the number of people in one row, then multiplied that by columns"
1726,"I just counted roughly the number of 'rows' and dots in one row, it was 100x20=2000"
1040,I just gave a number of how many people I thought were there 
566,I go to a lot of football matches so had a guess with that knowledge of crowds as a basis
460,Roughly count how many people in a small area then multiply up 
421,I tried to divide the image to smaller manageable section and roughly counted the people in that section first. Then I estimated how many times the small section fits in the whole image. 
420,"I started by roughly counting the number of people in a couple rows then just added a few onto that, & took a guess at how many there were in total."
914,"Counted the number of people in the rows closest to me and then multiplied by the number of rows. For the rows further out, estimated the same number of rows, but with about 30-40% fewer people than other rows because the picture cut off. For the upper deck, there were approximately the same number of people per row as the lower deck, only with fewer rows."
1709,took a look at the whole picture and managed to get an estimate
1702,"tried to count how many lines i can see, how many seats (people) are in each line and take in count that the visibility is not clear and that there is a box with extra people on top left"
1549,I split it up then worked out a thousand 5 times 5000
1516,I counted a small section and then tried to estimate how many times that section fit into the whole crowd. Then I multiplied it by then amount.
1206,did a quick head count across the width of the bottom half x by the length and added extra for the top half of the picture
335,Looked at the density of blue dots and did a rough estimate.
1700,Been to some football games and used that as reference 
1092,I estimate based on other stadiums I have been in.
1347,I tried to count briefly the amount of lines and people that was there
870,Looked at size of one row - estimated number of seating. Quickly estimated remaining number of rows then multiplied
538,I counted how many 1 side then times it by how many at the botton for an estimate overall
1038,"I looked at how much space 10 people took, then looked over the image with that amount of space in mind"
1183,I counted each and every blue dot 
171,I looked at one line of people and tried to count most of them. Then i sort of tried to deduce the rest with combination of gut feeling.
1528,Estimating in the hundreds
1743,"counted 10, gauged the size of 10, gauged 50 from there, 100 from there, and so on"
620,I imagine a concert venue with a capacity of 25000 and then took this to be a section of that stadium.
1637,Guess based on experience
1576,I took in the whole picture. Reckon there was less that 1000 and gave an estimate
797,i divided the crowd into groups and tried to count in groups of a hundred
424,I had to determine how many people are there on a picture that I was shown.
672,Counted half a row of people and then tried to see how many rows there were
1584,tried to sort of count by rows and columns but i also just assumed the total would be higher than i would guess
1349,"I counted people in a row within a block, then estimated the number of rows in a block and the number of blocks in the picture."
206,I tried to group the heads into groups of approx 100 then tried to work out how many of those group there were
871,I chose based on what I usualy see from reported numbers in stadiums
964,count the people in a certain row and estimating the rest
1690,I based it on different quadrants 
886,"I tried to count a specific row of people- then, I multiplied that row by the number of rows that I could make out."
127,Cut a bit of crowd out and roughly counted it. Then took that chunk and multiplied it by the width of the picture. Double for the top part
1033,"Rough count of how many think in one row, multiply this by the count of the number of rows"
1618,Roughly averaged about how many people there would be in a group of 100 by going in 10s. Then saw how many of those seemed to fit.
702,I just assumed kinda randomly
1214,I just guessed at how many people i was likely seeing in the picture based on what i saw
80,Working out how many people in a line and then multiplying it by roughly how many lines I think there are 
772,"It looked more than 1000. But not 10,000. The photo also looked zoomed out so I estimated 8000"
1446,divided the picture into blocks of 100 roughly
356,counted how many people roughly were in a set area and then tried to use fingers to work out how many times that area fitted into the picture
7,i tried to picture them as a normal crowd then multiply them in rows
1697,I guessed based off of other stadiums I have been in
1750,I estimated how many people would be there 
1525,Guess how many people at an event
1161,Tried to calculate volume
1042,I looked at the picture and made a guess on how many people were there.
1327,"I first looked to see if the distribution was even . Then I split the image in 2 halves for the different densitys and furter split each image into 10 blocks,estimated a block then multiplied."
1198,I tried estimating how many people were in each row and then multiply that number.
230,I try to estimate how many blue dots at the top and how many dots on the side. Multiply together to give the total
903,Roughly counted one section of photo and times the number of sections of the same size
1620,Based it on what I heard was a normal crowd size based on my sports knowledge 
1655,I determined the number of people by using an approximation. I estimated where approximately 10 people are and I used that surface area to estimate the surface area across the whole photo.
839,I worked in a 1000 seat theatre and this looks about three times the capacity
909,I just tried to estimate a bit randomly. I counted the rows a bit to get a rough estimate. 
1354,Counted the rows and the number of people in one row
1268,Estimated a small section and multiplied it.
1174,"I counted the amount of people in one place (6), then took how much it occupied and estimated that in that space there'd be that amount of people. Then doubled the space and doubled the people to 12 and kept going"
1014,"I just tried to guess how many there was, I did not use a take just intuition"
241,Estimated around 30 people on each line.
633,I counted along and up and calulated it but mostly a guess
982,I tried to take a guess
1426,look at the whole picture and trying to imagine how many people are there
231,I tried to make an educated guess based on the number of people I could count in a small area and try to extend that out into the size of the picture
1568,I looked at the venue and saw that it was filled up with people
569,I looked at the amount of squares of people that seemed as though they were 10 x 10. I then deduced from this what the totally rough number of pockets of 100 people present.
1434,I really just guessed. There was no way to count or even give a good estimate.
369,I guessed how many people would be in a 100 person grouping and then counted how many groupings I think there were in the photo.
284,I was thinking about the size of a packed stadium or arena and how many can fit in a section.
1587,I looked at one row and counted how many people were in it. I then times that by the number of rows.
1211,I imagined that number of people in my head and it felt right
1531,Thinking about crowds I have previously seen before and how many people were in those in comparison to this crowd.
760,Countered the number of rowsofpeiple although a bit hard as a bit blurry then x by number I thought in each row
1265,"Counting (roughly) how many people were in part of a row, then multiplying that number by (roughly) how many of those 'lengths' there was in total, making some intuitive allowance for perspective."
1192,I counted people within a small range and then extrapolated.
489,Eyeballing and guessing.
1027,Found out what 10 would look like then figured out how man 10s it took to fill it in.
673,I just guessed 
1849,Did an estimate by 100 people
56,"First I picked a little square and counted the people in it, then I counted how many squares in the picture by looking at the height and the width. I got around 144 squares of 25 people each. Total was around 3600 and I had elevated it to 4000."
1562,took an estimated number of people below and double it.
353,Estimated how many people in each row in each section then multiplied this by rough number of sections
1126,"I estimated the number of people in a row, then estimated the number of rows. "
1692,Estimated how many people ina row and multiplied by how many rows
656,"just took a guess based off my experience watching football, and hearing crowd sizes"
1511,I just did a random estimate. I looked at the people and thought of a number 
1343,I assumed everyone was the same size and counted 5 people than estimated that each section closes was another 5 which came up to about 300.
1616,I divided the crowd into sections and at a glance made an estimate of how many people there were in each. I added those estimates together to get my number for the total amount of people pictured.
399,I looked at how many faces were in a quadrant of the picture and multiplied it by 4 to get a relative average/estimate.
263,Just intuition
387,I split the photo into squares and counted how many in one then multiples by the squares and rounded.
738,I thought about what the capacity of stadiums usually are and estimated what percentage of the stadium they are showing 
969,I counted a few then just assumed based on that
1691,Added up 25x50 and then added a bunch more
257,I went off my personal experiences as someone who has been to games and concerts and assumed that at the very minimum it would be at least 2000 people.
1048,I counted a small section and then tried to add the same type of area with that number of people ie counted 50 people in one block then added another 50 from a similar sized area.
933,I just took a guess
1577,I counted a small area and the multiplied by an approximation
556,Thought of a stadium capacity and the proportion of the stadium on display and estimating from this
395,counted a smal portion of the croud and then multiplied that number by the area of the image (like 30 people in 2 square cm equals to x people in x square cm)
1391,I based it on about 10 to 16 people per inch and then multiplied the the length and width of the photograph to come to my answer
1757,I looked at the picture and estimated how many people in each line then came up with a general impression of the overall
1285,I hudged in 2 ways. one was comparing it to past photos ive seen of simuler numerr sizes and 2 the size of people to the area.
1297,Imagined how big a stadium is and worked out what fraction of that the image was
1369,Counted rows. Estimated how many in a row. Multiplied the two. 
253,I counted a line and then took an estimation to guess that at least 500 people are present in this crowd
118,"I counted 10 dots (people), saw how small of an area 10 people took up and used that to estimate how many people were in the top section (I estimated around 4000). Then for the bottom area where people seemed to be dispersed, I re-counted a group of 10 people and used that to estimate how many people were in the bottom area. I also estimated that if the people were as crowded as they were in the top of the image throughout the whole image then there would be around 10 000 people, so since they were less dispersed in the bottom, the number had to be less than 10 000."
1780,"I counted the number of dots in a column on top, and then sort of approximated visually. I doubt that I'm right."
564,Tried counting one row of people and then multiplied that by the number of rows I could see
615,I counted a group of ten blue dots (which I assumed represented on person each) and made a guess based on how many times I could replicate that section of the image.
10,took into account the size of the stadia and the length of the rows of seating i could see
200,Estimate the number of number of people in one row and times it (in a guesstimate kind of way) by the number of rows .
1443,I counted one square cm and then did an estimate in the whole picture based on that.
940,I looked at a small section and then multiplied it across the entire picture. I also to double check countered the number in the back row and multiplied by the number of rows. 
43,"I just roughly guessed, I first thought about a thousand but then suspected that there are less."
1127,"A quick count of a single row in the middle, then a quick count of the number of rows in total, adding 10% for the higher density of people in the image in the far rows probably not reflected by the average, and then rounded to a sensible number"
478,"I tried to count one row but it was quasi impossible,so i guessed a number."
105,Saw the number of people in a row. Then just guessed 
1857,"Counted briefly across the middle line, counted briefly how many lines and the density of the blue dots."
1326,Just a rough estimate and a quick head count of one of the rows 
1895,"I started by thinking about the size of a stadium, and the section shown. I revised down my estimate a few times as it seemed too large."
1329,"I counted a single vertical ârowâ and then did my best to count a row horizontally, and then multiplied what I had to give me my guess "
1866,I counted the first 3 rows and then used them to extrapolate one the remaining picture.
794,I examined the crowd in sections to estimate how many people were in a 'slice' of the crowd and then counted those slices and added a few more people for good measure.
1875,From my own experience of being in crowds of this size.
1267,I just did a quick estimate in my head.
833,I counted one line horizontally and the other vertically. There was about 70 people in one horizontal line and about 40 on vertical one. I multiplied 70 by 40 and then rounded it up to 300.
1539,I counted a full vertical row and a full horizontal row of dots and roughly multiplied them together
1704,Thinking about the size of a football stadium I attend regularly and estimating the size of the crowd based on my assumption of section size at that stand
482,I counted one row and one column then multiplied and estimated the final amount.
1222,I counted a small sample size and looked at how much space they took up and then divided the pictures up into sections of similar sizes and added up the numbers to get to my final estimate.
961,I was trying to approximate the area by the area of a rectangle. So I counted the dots on the top and the dots on the right and multiplied them together.
884,I honestly just guessed.
1108,Just took a bit of guess. Didnât really think too hard about it.
1189,Just intuition 
323,I took one of Mexico's Stadiums as reference and just divided among a random number.
935,I just made an estimate guess based on prior experiences with such tasks.
1809,"I tried to roughly count the amount of people in the rows, then times this by the amount of rows and deducted due to the rows not being even in size."
1072,"I counted two rows of the crowd. From there, I took that number, looked at the rows and made a guess in how much people would be in each row from that number. "
1882,I just took a look at the crowd and estimated how many people were in the crowd. I think I over shot how many people were in the crowd by a factor of 2.
337,"I can on the number of people in half a row doubled it counted four rows down, doubled it, doubled it. figured out how many section and multiplied that."
1376,I tried to work out how much would be 100 people first. Then I worked out how many sections of that size there were.
402,"I just guessed. Looked like more than a thousand, but not like tons mire"
1061,Roughly counted number of people in row then multiplied it by how many rows. 
1186,"Counting certaing clusters of blue squares, grouping them by size and then eyeing what about 10, 20, 40, 50, 100 looked like and then counting from there. I split up the top section and the bottom right section to be similar size, middle/standing section was it's own group and bottom left rows were their own group. Gave a rough estimate eyeing it all up."
1681,"I visualised a school assembly of around 200 pupils, then multiplied this to match the image."
1007,Looking at how many in a row and trying to times it by the amount of tiers
1406,I counted the longest row then estimated how many roes there were and timesed the two together 
1714,It reminded me of Cameron Indoor so I based it on that.
16,"I tried to picture how many tens of people there were, rather than count individually. That way I felt I could better estimate the number of hundreds of people there were."
196,Counted the amount of people on the top row and multiplied it by the amount of columns.
1197,I just broke it up into groups of what looked to be 100 people and then counted the groups by size on the screen compared to what I estimated 100 people to be.
237,"Split top and bottom sections because they were of different densities. Counted the rows, counted the columns, multiplied. . "
915,"At first I estimated rows of ten, and started multiplying, but then decided to just guess."
33,I kind of measured the size of a square where there are 10 people and try to estimate how many squares can fit in the photo
1103,"I looked at the number of rows and tried to estimate how many people were there,"
1025,My guess was made up of the size and seats arrangement of the hall which is carefully designed to accommodate as much need guests. this can be similar to sitting position and arrangement of a stadium.
403,I was asked to guess the amount of people within a picture. I tried to do this by counting the amount of people as best I could. 
143,Rough estimate based on people approximately in the row x the number of approx rows
561,I tried to estimate how many people were in each line
1304,I kind of gained an estimate of how many people were in a row in a photo.  Then I multiplied that by how many rows there were.
1024,I counted 1 row of people then muliptiped by the number of rows giving a rough estimate
1547,I based it on a football stadium and figured okay
744,"I counted one row, and then multiply it by how many rows I see, a rough estimation."
225,I scanned the photo and compared it to an event that had 1200 people.
1518,"I did somewhat of an estimate about how many people were at each row, and then multiplied that by the number of rows"
401,I tried to roughly count how many rows back I could see and how many people I could count on each row. Some of the ones further back or round to the side were impossible to count so had to estimate an approximate number. I then timed the number of rows by the number of people in each row to get an estimate.
505,Used my knowledge of stadium crowds and divided this by the size of the stand.
1416,"i'm not really sure about my answer, it is not that easy. "
246,i count first the raws. then plus it. 
440,"I tried to count a few rows up and down, then thought about how many sections a stadium holds and made a rough estimate!"
1413,"i counted the top row (approx. 50 people) and the left column (approx. 15) and i multiplied, estimating around 750"
1159,Just a random number 
1432,"I counted the approximate number of dots from the top down, then used that to estimate the amount of dots horizontally. Then I multiplied the two figures, 20 x 40 and got 800 and I added an extra 200 to make it 1000 since 800 seemed too low"
658,I counted a small area and multiplied  by 100
491,made a rough guess
179,"I sized it up, just eyeballed it. I figured I would underestimate it so I went with a larger number."
410,based on how many people were at a concert I went to
873,guessing the number of people in a stadium
1084,I just thought of the stadium size and average capacity and compared it to the amount of stadium shown in picture.
692,"I estimated the top right corner using a combination of counting and guesstimating.  I then applied this through the whole picture, allowing for the top halfe being much more occupied than the bottom half.  I'd love to know how far out I was!"
40,Looked at the size of area and number of people in it
1287,I started by trying to work out how many in a certain portion of the picture and then how many portions of the same size for into the entire picture
1485,I estimated the number of people based on my estimation of the number of people in a football stadium I attend regularly 
799,Roughly counted rows and columns and multiplied.
1209,"I tried to count how many people were in an area the size of my finger. I then estimated how many fingers covered the whole picture. Finally, I multiplied the two numbers. "
1282,"I isolated how big of a group is roughly 10 people, and then I tried to identify how many times it fits into the picture."
746,"I tried to imagine the usual largest groups of people that I would normally see. Classrooms of 30-45, assemblies of multiple classes (200-300 hundred) and put about 3 of those together. My other guesses were 600 and 1200, but felt 700'ish would be reasonable."
1217,I just did a quick estimate 
492,counted the rows then estimated around 50 people per partial row.
1141,I realised that it was a section of a sports stadium and worked out the average sports stadium capacity and the fact that the image shows the full section of a small part of the stadium
732,I guessed as it looks like a lot of people
647,I guessed randomly i just took a gamble
1807,A total guess
1455,I guesed 
1400,"Counted the little dots up til 10, then tried to guesstimate how many groups of 10 there were"
31,"i thought that all the blue circles was a person face, and then i looked to the rest of the crowd and i stimate that there are around 200-250 people there"
1739,"Counted along one row for twenty, then estimated how many groups of twenty were in one row.  Then tried to count roughly how many rows there were and multiplied them by the number in the first row."
162,i counted the number of people on the first roll then try to multiply it
104,Just a guess. Due to the changes in perspective at a distance it wasnât possible to extrapolate from one section which was the initial plan 
891,"So basically, if I was correct, I imagined that I divided the picture in little squares. In each of the squares I guess there were about 50 people or so. I counted the squares and then calculated."
338,Guessed that every arena can probably hold close to 20000 people and estimated what portion of the arena we were seeing.
1484,"I looked closely to see how ten people looked like as a group, and then this gave me a general idea of roughly how many 100 would be. The people on the top level appear very closely packed due to perspective and there really is a very sizable number up there."
752,"I started off by counting the blue dots in a small section, and then I grouped the same size in different sections as I estimated the size of the crowd.."
23,I multiplied the rows together. Then imagined how many people there would be in that section of the stadium based on a game in Australia.
1647,I looked at grouping of people. I tried to put them into groups of 10.
342,I tried to roughly group together 100 people in the image and estimate how many blocks of 100 there were.
1280,I just made a note of the dotted blue marks. I estimated how many rows there were and just made a rough estimate by mutlipying the rows together
1035,I tried to visualize what a 100-people crowd would look like and then I use this proportion to try to calculate the whole surface.
1590,Counted the first two rows multiplied by 12 and then added 200
295,"I thought about how many people fit in a Premier League stadium, and thought about the size of crowd in the picture. How many of those could I fit into a stadium and made a best estimate."
1756,I counted one row and guesstimated from there. Taking into consideration the fact that the number would increase or decrease based on the length of the row
70,I counted up one section at the front. After that I multiplied that by the number of sections on the bottom. After that I did the same at the top and added the totals together.
349,I divided the people up in to a sample area made a calculation on that area then estimated how many of that area would fit in the photo and multiplied the number again to get my result.
1030,Asked to look at a picture of a sports crowd and to have a rough guesstimate of how many people were there. 
578,"Tried counting the heads on a section, then  I guessed the rest."
221,analysed what a portion of 10 people looked like and multiplied it at much as i could see.
1861,The crowd is a lot but not too full to an extent that you can kinda estimate how many people are there. 
1450,I estimated based on the size of crowd at a football stadium I attend regularly and my estimation of crowd size there
483,"Attempted to count number of people in one line, which helped me to roughly estimate how many might be in the total photo."
137,I took a segment of the crowd in the lower left hand corner and estimated 45 people. I looked at the picture and decided that around 40 x 45 people might be in the picture
412,"I counted 10 people and looked at the size of the area they covered, and then I guessed based on that."
1506,"30 rows, and 50 sears plus extra"
678,I compared it to Leeds Arena and then estimated from there.
1313,"I loosely counted about a grouping of ten, and then extrapolated how many groupings of that size is within the photo."
1097,"The picture looks as though to be taken from a concert/stadium setting and seems to show one side/corner of such an arena. I would estimate that a corner of an arena of such size would hold around 500 people, based on the number of rows back the crowd seems to go. There are not many tiers, only two that I can see."
1747,"I started with trying to figure out how many in the front row, plus second row, plus 3rd row and then when I figured I had 20% counted I multiplied that number by 5"
458,"a guess based on the lower half of the section, by counting the rows"
1802,I estimated by looking at the top row of people and extrapolating the number to all the rows. 
1415,I thought for a moment how many people can fit in a place like that
1307,I counted the dots along the bottom of the picture and the dots along the right side. Then I multiplied the one number by the other.
276,I estimated about 100 people and counted how many groups of 100 were in the picture
513,Split into groups with similar density. Divide each group by biggest countable blocks.
554,I just try to quees 
1339,"i literally just tried to guess, as i kept losing count trying to count the blue dots."
1073,I just guessed and tried to draw on past experiences of events where I knew how many people were there to see if I could think of any event where it looked like there was a similar amount of people to those shown in the photo.
119,I just estimated. I assumed that there less than 10000 but more than 1000.
592,"Counted the amount of people within half a row, multiplied by 2, then estimated how many rows were within the picture. Finally, the final number provided me with the anticipated number of people within the audience."
1098,"Count roughly how many people were there in one 'section' by counting how many people in a row, then multiply the number by the number of rows"
900,"Counted how much space 100 heads occupied and use that as a reference to estimate the total, also accounting the visual depth in the estimation."
1597,"I first looked at how crowded the place looked. Then I estimated the amount of area that about 100 people would take up. And then I figured, or estimated how many of those 100 people areas there were."
1612,"There's about 30 rows, and i figured maybe around 50 people per row"
443,I estimated the amount of people per block. 
1319,I go to university and my usual class fits around 100 people so i estimated using my classroom as reference
1667,I counted the half row and multiplied it by the vertical row to get an approximate number.
1629,"my school year had 180 students, so i envisioned our assembly and kinda imagined it more compact and applied it to this"
436,I compared it to a football stadium and then tried to come up with a reasonable number.
1847,I determined how many people are in a certain viscinity and came with a conclusion of the total number of the people in the crowd.
911,"It was a guess, I zoomed in on an area and did a rough count and then estimated the number "
795,I tried to remember other mass events where I was present and I know approximately how many people attended 
1099,I kind of looked at the picture in âchunksâ of 100
978,Just counting a portion of the blue dots and using that to guesstimate the rest
922,I tried to divide the picture roughly into quarters and estimate the number of people in each quarter. I quickly scanned each quarter and counted the blue dots in my head. Then I multiplied this number by 4.
782,looked at a very small section and counted heads. Then tried to work out how many of those small sections made up the crowd.
612,Guessed
1144,I counted a group of about ten people to start and used their grouping as a reference for the rest of the crowd essentially seeing how many groups of ten their were. 
1804,"counted an estimate of how many people were in one row, then counted number of columns from top, reached an approximate"
1532,I was asked to estimate hoe many people were on a photo of a stadium
684,"I have done puzzles in the past where I have had to estimate the number of dots in a square, so I tried to draw on this experience. I observed the photo and tried to come up with an estimate.I tend to estimate numbers below the actual number so I added a few hundred to my answer to account for this. "
1155,guessed how many was about 50 people and how much space they took up multiplied it.
416,"Tried to imagine a part of a 80,000 capacity stadium and guess I could see about 5% of the stadium."
124,"blocks of 75 from bottom, but increasing as they went up the picture"
998,"I estimated how many people roughly on each row and then estimated how many rows, then multiplied both numbers."
1147,i try to count a small part and then divide the picture into different parts. i used multiplication.
493,"I estimated a group of ten, then doubled up until I got to an estimate of one hundred.  I then used this estimate and used it to guess the total by grouping blocks of approximately one hundred."
981,i thought about the fact that everytime i think of situations like this and than find out the number its always way more than i thougt so i inicialy thought 200 so i doubled it
176,Complete guess probably quite overstated but I tend to find that you underestimate the size of crowds 
1719,I compared it to the standing section of my local football (soccer) stadium as I thought it looked a reasonably similar size crowd.
1459,"Honestly just went on instinct, no real counting method."
593,"Estimated people.in each row and colimn, and then multiplied them"
1751,I mistakenly put 100 instead of my guess which is 1000. I counted one square and multiply the ratio of that square with the whole pic as estimation.
1228,Looked at the rows. roughly estimated how many would be in each row and added a few extra numbers as I guessed there would be more people than just the blue dots
285,My guess was made up from the seats arrangement in other to accommodate am much needed guests similar to a stadium setup
1823,"I moved along rows and counted 10, and moved along again and counted 10 again. I then moved up blocks and counted 10 until I had covered the entire picture area, and came to an estimated people number total."
1049,"Gauged the size of a small area and then extrapolated out, very roughly."
457,Counting the rows and number of people in the row. Doing a quick estimation 
1754,I had to estimate how much people are in the photo. I didn't count it i just tried to work on my eyesight and intuition
725,guessed by on the size of venue 
808,Just kind of assessed how big a group of five was then made a wild guess 
1290,Counted the heads of each row multiply by a how many rows. Just added it up plus or minus the cut off part of the photo. 
1871,I based it off of previous views of sporting events and reported capacities
874,I tried to count the heads according to rows and then sum
372,Estimating the number of people in the rows and columns. 
573,"I counted a small subsection of the image, then using the size those individuals took up as a baseline estimate, I went around the image counting a similar space and adding that value to my total count. I noted that the top section had a lot more people present in that area so I added a little more to the total to account for the more densely occupied area too."
1272,i chcecked how many of them are in 1 row. or i just tried to check
901,It reminded me of an arena where I've been to watch concerts. I thought of the capacity and tried to guess how many would be in that section.
1677,"I tried to count 1 row across and seemed about 100 people and looked like 20 rows down, so 100x20 was my guess"
892,"I took a patch I estimated at 100 people, and estimated how many times that patch repeated"
50,counting roughly how many are in a row and timesing it by how many rows there are rougy
341,I estimated the number of people in the picture.
1179,I counted the rows and stimate how many people in a row is
521,"Looked at the density of blue dots in a 2x2 square and then made a guess as to the overall size, trying to take into account if the density differed in certain areas."
63,"First I tried to count the number of dots in a portion of the photo, but theyâre hard to distinguish. I thought about the type of venue the photo appears to be and then just made an educated guess."
391,I guessed the size of a smaller area and multiplied it ..
1901,"Count 10 heads. Extrapolated,"
506,I counted one line completely and then tried to multiply it by each line I saw so I could more or less deduce how many people were in the photo.
1250,I tried to estimate the number in each row taking into account thus varied by row. I tried to get an impression of the amount of the blue dots shown. I also relied on a gut feeling.
850,"I took a pretty loose approach, it looked to be about 1000."
1644,Just had a quick scan of the crowd and gave an educated guess
1359,I looked closely at density and tried to approximate how many heads I lcould count per cm square then multiplied. I tried to ignore the blue dots as they were deceptive. It wasnât easy at all and Iâve no idea how close my estimate may be so the actual figure. 
917,Counted a group of 10 to see how big it was and then multiplied by how many sections it looked like there was. Then the depth increased people so I might but over by a couple hundred
655,I tried to count the number of people in a section of the image and then scale that up. It felt very imprecise and was hard to count individuals accurately even in a small section.
543,I counted 10 people then looked how much room they took up and compared it to the size of the image
201,"I counted the number of people down the side on the bottom, then guestimated how many rows there were and added. Then I used my best judgement to guess. I honestly cannot tell if I was close or not. "
123,I just estimated how many in a row and the how many rows I can see. I estimated this through just counting the amount of heads I see in a row.
803,I compared it to a football stadium crowd and estimated accordingly
1878,I guessed how big a size of 100 blue dots was then I estimated how many of those 100 blocks there were in the whole picture
1401,I've segmented the picture in what i thought was 100 people and used that segment as a reference
865,It was really a random guess.  I started blocking off parts and estimating how many in each block.  Then I gave up.
761,Just picked a number from the top of my head
1712,Estimated arenas i have seen and judged based on capacity of the places. 
1844,I honestly just guessed. 
705,roughly estimated by how many blue dots i could see
18,I started by looking at the picture i think by the size of it and i came up with a number 
1800,I compared it to the standing section of my local football (soccer) stadium as I thought it looked a reasonably similar size crowd.
219,"I started by counting how many people on one of the middle rows. I then counted the number of rows, and multiplied the answers together. I then took a few off as not all of each row is visible "
1481,"Split the crowd into a square, estimated the number in a row and the binder of rows, multiplied these figures. Then estimated the remainder based on the relative area of those sections compared to the square mentioned earlier."
1134,I quickly estimated the number people in one row and then number upwards then multiplied.
1567,Roughly counted the amount of people horizontally and vertically and multiplied them. 
1520,"I tried to quickly count the number of blue dots in a middle line in the bottom section. Once I had a number from there, I counted the rows and estimated how many in total there were"
1486,"I am just going by how many for each section"" and then try to get an estimate number of sections. The section x amount of people = my estimate"""
1749,I estimated the number of people per row.
1572,Guessed a rough average of people in each row and the number of rows
1333,I just tried to guess looking at the picture realistically
770,I estimated about how much would be 100 people and pieced together in sections.
439,First I tried counting people in an area and figuring how many times it repeated over the space 
228,thought about stadiums i know capacity of and attempted to reference to them 
